O	557	名	小嬸	sió-tsím			弟婦仔、細嬸仔		這/个/小嬸/誠/尊重/大伯/。	這位小嬸很尊重大伯。	【名】弟媳、小嬸子。稱謂。男子稱呼弟弟的妻子或是女子稱呼丈夫弟弟的妻子。例：這个小嬸誠尊重大伯。Tsit ê sió-tsím tsiânn tsun-tiōng tuā-peh. (這位小嬸很尊重大伯。)　											
O	559	名	下顎	ē-kok			下頦		男/天平/，/女/下顎/。	看面相時，男性要看額頭，女性要看下巴。	【名】下巴。一般稱「下巴」為「下頦」(ē-hâi)，「下顎」多在面相當中使用。例：男天平，女下顎。Lâm thian-pîng, lí ē-kok. (看面相時，男性要看額頭，女性要看下巴。)　	下巴	下頦　ě-hâi	下顎　ē-kok	下頦　ē-huâi	下頦　ē-hâi	喙下斗　tshuì-ē-táu	下頦　ē-hâi	下頦　ē-hâi, 下顎　ē-khok	下頦　ē-hâi, 喙斗　tshuì-táu, 下顎　ē-kok	下頦　ē-hâi	下頦　ē-hâi; ē-huâi, 下斗　ē-táu
X	560	名	工藝	kang-gē			消遣		無/聊/的/時陣/，/就/來/變工藝/。	無聊的時候就找些消遣來做。	【名】消遣。例：無聊的時陣，就來變工藝。Bô-liâu ê sî-tsūn, tō lâi pìnn kang-gē. (無聊的時候就找些消遣來做。)　											
O	561	動	下願	hē-guān			發願		伊/去/媽祖宮/下願/，/講//老母/的/病/若/會/好/，/伊/就/欲/倩/一/班/歌仔戲/來/謝神/。	他到媽祖廟去許願，說他媽媽的病如果能夠好起來，他就要請一團歌仔戲表演，以酬謝神明。	【動】發願、許願。例：伊去媽祖宮下願，講老母的病若會好，伊就欲倩一班歌仔戲來謝神。I khì Má-tsóo king hē-guān, kóng in lāu-bú ê pēnn nā ē hó, i tō beh tshiànn tsi̍t pan kua-á-hì lâi siā-sîn. (他到媽祖廟去許願，說他媽媽的病如果能夠好起來，他就要請一團歌仔戲表演，以酬謝神明。)　											
O	562	形	大龐	tuā-phiāng			人懸漢大、高長大漢、漢草好		真/大龐/ 	塊頭真大	【形】大塊頭。形容人的身材高大。例：真大龐　tsin tuā-phiāng(塊頭真大)。											
X	564	形	大欉	tuā-tsâng					稻/仔/發/甲/誠/大/欉/矣/。	稻子長得很大棵了。	1.【形】大棵。形容植物長得又高又大。例：稻仔發甲誠大欉矣。Tiū-á huat kah tsiânn tuā-tsâng--ah. (稻子長得很大棵了。)　											
X	564	形	大欉	tuā-tsâng					/後生/生做/足/大/欉/的/。	他兒子長得很高大魁梧。	2.【形】形容人的身材高大魁梧。例：後生生做足大欉的。In hāu-senn senn tsò tsiok tuā-tsâng--ê. (他兒子長得很高大魁梧。)　											
O	567	名	丑	thiú					丑/時/ 	凌晨一點到三點	1.【名】地支的第二位。例：丑時　thiú-sî(凌晨一點到三點)。											
O	567	名	丑	thiú					小/丑/ 	小丑	2.【名】戲劇中表演滑稽的角色。例：小丑　sió-thiú(小丑)。											
O	568	動	中	【白】tìng		【文】tiong、【文】tiòng			做/天/嘛/袂/中/眾人/意/。	天神也無法做到滿足所有人的願望。	【動】合人心意。例：做天嘛袂中眾人意。Tsò thinn mā bē tìng tsìng-lâng ì. (天神也無法做到滿足所有人的願望。)　											
X	569	位	中	【文】tiong		【白】tìng、【文】tiòng			中央/ 	中間	1.【位】方位名。四方之中。例：中央　tiong-ng(中間)。	中	tiong	tiong	tiong	ting	tiong	tiong	tiong	tiong	tiong	tiong
O	570	動	中	【文】tiòng		【白】tìng、【文】tiong			中/狀元/ 	考上狀元	1.【動】考上、獲得。例：中狀元　tiòng tsiōng-guân(考上狀元)、中大獎　tiòng tuā tsióng。											
O	572	介	之	tsi					人/之/初/ 	人生的開始。三字經的首句。	【介】的，表示所屬或關連性，比較文言的用法。例：人之初　jîn tsi tshoo(人生的開始。三字經的首句。)　											
O	573	動	予	hōo	互				我/予/你/一/个/面子/，/這/件/代誌/就/準/拄/煞/。	我給你一個面子，這件事就這樣算了。	1.【動】給予。例：我予你一个面子，這件代誌就準拄煞。Guá hōo lí tsi̍t ê bīn-tsú, tsit kiānn tāi-tsì tō tsún tú-suah. (我給你一個面子，這件事就這樣算了。)　	予	hǒo	hōo	hōo	hōo	hōo	hōo	hōo	hōo	hōo	hōo
O	573	介	予	hōo	互				我/袂記得/寫/功課/，/毋才/會/予/老師/罵/。	我忘了寫作業，所以才會被老師罵。	2.【介】被……。例：我袂記得寫功課，毋才會予老師罵。Guá bē-kì-tit siá kong-khò, m̄-tsiah ē hōo lāu-su mē. (我忘了寫作業，所以才會被老師罵。)　	予	hǒo	hōo	hōo	hōo	hōo	hōo	hōo	hōo	hōo	hōo
X	573	介	予	hōo	互				予伊/去/啦/！/莫/插/伊/。	讓他去啦！別理他。	3.【介】任由。後加「伊」字而「伊」省略時，則不變調。例：予伊去啦！莫插伊。Hōo i khì--lah! Mài tshap--i. (讓他去啦！別理他。)　	予	hǒo	hōo	hōo	hōo	hōo	hōo	hōo	hōo	hōo	hōo
O	573	介	予	hōo	互				你/予/我/考慮/一/下/。	你讓我考慮一下。	4.【介】讓。例：你予我考慮一下。lí hōo guá khó-lū--tsi̍t-ê.(你讓我考慮一下。)　	予	hǒo	hōo	hōo	hōo	hōo	hōo	hōo	hōo	hōo	hōo
O	574	數	五	【白】gōo		【文】ngóo			五/領/衫/ 	五件衣服	1.【數】數字。例：五領衫　gōo niá sann(五件衣服)。	五	gǒo	gōo	gōo	gōo	gōo	gōo	gōo	gōo	gōo	gōo
O	574	名	五	【白】gōo		【文】ngóo			五/花/十/色/ 	五光十色、各式各樣	2.【名】表示數量多或不確定數量。例：五花十色　gōo-hue-tsa̍p-sik(五光十色、各式各樣)、五四三　gōo-sì-sann(有的沒有的事情)。	五	gǒo	gōo	gōo	gōo	gōo	gōo	gōo	gōo	gōo	gōo
X	576	名	井	【白】tsénn/tsínn		【文】tsíng			天井/ 	中庭	2.【名】內院。例：天井　thinn-tsénn(中庭)。	井	tsínn	tsínn	tsínn	tsénn	tsénn	tsénn	tsínn	tsínn	tsínn	tsénn
X	577	名	仁	jîn/lîn					蝦仁/ 	瞳孔	2.【名】核心。物體或果實的核心部分。例：蝦仁　hê-jîn、目睭仁　ba̍k-tsiu-jîn(瞳孔)、卵仁　nn̄g-jîn(蛋黃)。											
O	577	形	仁	jîn/lîn					我/揀/的/人/攏是/仁/仁/仁/的/。	我挑選的人都是很優秀的。	3.【形】精髓、精華的部分。例：我揀的人攏是仁仁仁的。Guá kíng--ê lâng lóng sī jîn-jîn-jîn--ê. (我挑選的人都是很優秀的。)　											
O	577	形	仁	jîn/lîn					這/粒/塗豆/真/仁/。	這顆花生很飽滿。	4.【形】結實飽滿，為「飽仁」(pá-jîn)之省。例：這粒塗豆真仁。Tsit lia̍p thôo-tāu tsin jîn. (這顆花生很飽滿。)　[近]飽仁											
O	579	動	仆	phak					伊/跋/一/下/規个/人/仆/落去/。	他跌得整個人撲倒在地。	【動】向前撲倒。例：伊跋一下規个人仆落去。I pua̍h tsi̍t-ē kui-ê lâng phak--lo̍h-khì. (他跌得整個人撲倒在地。)　											
X	581	時	今	【替】tann	旦	【文】kim、【白】kin			從到今/ 	從前到現在、向來	1.【時】此時、現在。例：從到今　tsîng-kàu-tann(從前到現在、向來)。[近]這馬[反]古	現在	這陣　tsit-tsūn, 這馬　tsit-má, 這路尾　tsit-lǒo-bér	這馬　tsit-má	這馬　tsit-má	今　tann, 這陣　tsit-tsūn, 這馬　tsit-má	今　tann, 這時　tsiàng-sî, 這陣　tsit-tsūn, 這馬　tsit-má	今　tann, 這時　tsiah-sî, 這陣　tsit-tsūn; tsín, 這馬　tsit-má	這陣　tsún	這陣　tsit tsūn, 今　tann	這陣　tsit-tsūn, 這馬　tsit-má	這馬　tsit-má, 這陣　tsit-tsūn
O	581	副	今	【替】tann	旦	【文】kim、【白】kin			今/攏/害了了/矣/！	如今全完蛋了！	2.【副】如今。例：今攏害了了矣！Tann lóng hāi-liáu-liáu--ah! (如今全完蛋了！)　	現在	這陣　tsit-tsūn, 這馬　tsit-má, 這路尾　tsit-lǒo-bér	這馬　tsit-má	這馬　tsit-má	今　tann, 這陣　tsit-tsūn, 這馬　tsit-má	今　tann, 這時　tsiàng-sî, 這陣　tsit-tsūn, 這馬　tsit-má	今　tann, 這時　tsiah-sî, 這陣　tsit-tsūn; tsín, 這馬　tsit-má	這陣　tsún	這陣　tsit tsūn, 今　tann	這陣　tsit-tsūn, 這馬　tsit-má	這馬　tsit-má, 這陣　tsit-tsūn
O	582	動	允	ín/ún			准		是/啥人/允/你/這/件/代誌/的/？	是誰答應你這件事情的？	【動】承諾、答應。例：是啥人允你這件代誌的？Sī siánn-lâng ín lí tsit kiānn tāi-tsì--ê? (是誰答應你這件事情的？)　											
X	583	位	內	【白】lāi	裡	【文】luē		外	厝內/ 	家裡	1.【位】裡。裡面。例：厝內　tshù-lāi(家裡)、腹內　pak-lāi(肚子裡、內臟)。											
X	583	名	內	【白】lāi	裡	【文】luē		外	一個/月內/ 	一個月之內	2.【名】在某一段時間之中。例：一個月內　tsi̍t kò gue̍h lāi(一個月之內)。											
X	583	名	內	【白】lāi	裡	【文】luē		外	內公/ 	祖父	3.【名】父親這方的親屬。例：內公　lāi-kong(祖父)、內媽　lāi-má(祖母)。											
O	584	名	內	【文】luē		【白】lāi		外	內/人/ 	妻子的哥哥	2.【名】指妻子這方的親屬。例：內人　luē-jîn、內兄　luē-hing(妻子的哥哥)。											
X	586	名	公	【文】kong		【白】kang			阿公/ 	爺爺、外公	1.【名】男性尊長。例：阿公　a-kong(爺爺、外公)、祖公　tsóo-kong(男性祖先)。											
X	586	名	公	【文】kong		【白】kang			天公/ 	老天爺	2.【名】男性神明、偉人。例：天公　Thinn-kong (老天爺)、孔子公　Khóng-tsú-kong(孔子)。											
O	587	數	六	【白】la̍k		【文】lio̍k			伊/攏總/生/六/个/後生/。	她總共生了六個兒子。	【數】數字。例：伊攏總生六个後生。I lóng-tsóng senn la̍k ê hāu-senn. (她總共生了六個兒子。)　											
O	588	數	六	【文】lio̍k		【白】la̍k			六/親/不/認/ 	形容不留情面或者是不講情義	【數】數字。例：六親不認　lio̍k-tshin put jīn(形容不留情面或者是不講情義)。											
O	589	形	冇	【替】phànn					冇/柴/ 	質地鬆軟的木柴	1.【形】鬆軟。結構不紮實。例：冇柴　phànn tshâ(質地鬆軟的木柴)。[反]𠕇											
X	589	形	冇	【替】phànn					伊/真/冇手/。	他花錢很大方。	2.【形】手頭闊綽。例：伊真冇手。I tsin phànn-tshiú. (他花錢很大方。)　											
O	590	形	冗	līng		liōng	櫳	絚	頭毛/縛/了/傷/冗/，/強欲/散/去/。	頭髮綁得太鬆，快要散掉了。	1.【形】鬆、寬。形容東西、事物不緊或寬鬆的樣子。例：頭毛縛了傷冗，強欲散去。Thâu-mn̂g pa̍k liáu siunn līng, kiōng-beh suànn--khì. (頭髮綁得太鬆，快要散掉了。)　	鬆	冗　lǐng, 鬆　sang	冗　līng	冗　līng	冗　liōng, 鬆　sang	冗　līng, 鬆　sang	冗　līng	鬆　sang	鬆　sang	鬆　sang, 冗　līng	鬆　sang, 冗　līng
O	590	形	冗	līng		liōng	櫳	絚	最近/手頭/較/冗/，/想欲/加/買/幾/領/仔/新/衫/。	最近手頭比較寬裕，想要多買幾件新衣服。	2.【形】形容金錢方面的寬裕。例：最近手頭較冗，想欲加買幾領仔新衫。Tsuè-kīn tshiú-thâu khah līng, siūnn-beh ke bé kuí-niá-á sin sann. (最近手頭比較寬裕，想要多買幾件新衣服。)　	鬆	冗　lǐng, 鬆　sang	冗　līng	冗　līng	冗　liōng, 鬆　sang	冗　līng, 鬆　sang	冗　līng	鬆　sang	鬆　sang	鬆　sang, 冗　līng	鬆　sang, 冗　līng
O	590	動	冗	līng		liōng	櫳	絚	索仔/冗/去/矣/，/愛/重/縛/。	繩子鬆掉了，要重綁。	3.【動】鬆掉。例：索仔冗去矣，愛重縛。Soh-á līng--khì--ah, ài tîng pa̍k. (繩子鬆掉了，要重綁。)　	鬆	冗　lǐng, 鬆　sang	冗　līng	冗　līng	冗　liōng, 鬆　sang	冗　līng, 鬆　sang	冗　līng	鬆　sang	鬆　sang	鬆　sang, 冗　līng	鬆　sang, 冗　līng
O	591	形	冗	liōng		līng			錢/愛/紮/較/冗/咧/。	錢要帶多一點。	【形】多一些、有餘裕。例：錢愛紮較冗咧。Tsînn ài tsah khah liōng--leh. (錢要帶多一點。)；時間閣真冗。Sî-kan koh tsin liōng. (時間還很充足。)　											
O	592	形	凶	hiong				吉	凶/兆/ 	不祥的預兆	1.【形】不吉利的。例：凶兆　hiong-tiāu(不祥的預兆)。											
X	592	形	凶	hiong				吉	散凶/ 	貧窮	2.【形】貧窮。例：散凶　Sàn-hiong(貧窮)。											
X	592	形	凶	hiong				吉	凶年/ 	飢荒之年	3.【形】年穀不熟的。例：凶年　hiong-nî(飢荒之年)。											
O	593	量	分	【文】hun		【白】pun、hūn			三/分/天/註定/，/七/分/靠/拍拚/。	三分天注定，七分靠努力。取自流行歌曲歌詞。	2.【量】數學上的分數，也用來比喻程度的深淺。例：三分天註定，七分靠拍拚。Sann hun thinn tsù-tiānn, tshit hun khò phah-piànn. (三分天注定，七分靠努力。取自流行歌曲歌詞。)　											
X	593	動	分	【文】hun		【白】pun、hūn			/爸仔囝/佇/車頭/分開/。	他們父子在車站分手。	3.【動】指離開、分散的動作或狀態。例：爸仔囝佇車頭分開。In pē-á-kiánn tī tshia-thâu hun-khui. (他們父子在車站分手。)　											
O	594	動	分	【白】pun		【文】hun、hūn			分/帖仔/ 	發帖子	1.【動】發出、發送。例：分帖仔　pun thiap-á(發帖子)、分簿仔　pun phōo-á(發簿子)。											
O	594	動	分	【白】pun		【文】hun、hūn			這/箱/柑仔/予/恁/去/分/。	這箱橘子給你們分配。	2.【動】分配、把一部分給與他人。例：這箱柑仔予恁去分。Tsit siunn kam-á hōo lín khì pun.(這箱橘子給你們分配。)；一半分你　tsi̍t-puànn pun--lí。											
O	594	動	分	【白】pun		【文】hun、hūn			好心/的/頭家/！/十/箍/銀/來/分/我/好/無/？	好心的老闆！可以施捨十塊錢給我嗎？	3.【動】施捨、乞討。例：好心的頭家！十箍銀來分我好無？Hó-sim ê thâu-ke! Tsa̍p-khoo-gîn lâi pun--guá hó--bô? (好心的老闆！可以施捨十塊錢給我嗎？)；彼个乞食逐工攏去車頭共人分。Hit ê khit-tsia̍h ta̍k-kang lóng khì tshia-thâu kā lâng pun.(那個乞丐每天都去車站向人乞討。)　											
X	594	動	分	【白】pun		【文】hun、hūn			家己/若/袂/生/，/會使/去/分別/人/的/囡仔/來/飼/。	自己若是生不出孩子，乾脆去領養別人家的孩子。	4.【動】領養。例：家己若袂生，會使去分別人的囡仔來飼。Ka-kī nā bē senn, ē-sái khì pun pa̍t-lâng ê gín-á lâi tshī. (自己若是生不出孩子，乾脆去領養別人家的孩子。)；分人做新婦仔。Pun lâng tsò sin-pū-á. (給人領養當童養媳。)　											
O	595	動	切	tshiat		tshè	破		伊/共/西瓜/切/做/四塊/。	他把西瓜切成四塊。	【動】用刀將物品分開。例：伊共西瓜切做四塊。I kā si-kue tshiat tsò sì tè. (他把西瓜切成四塊。)　	切	切　tshiat	切　tshiat	切　tshiat, 截　tsue̍h	𠞩　tsuî, 切　tshiat	𠞩　tsuî, 切　tshiat	切　tshiat	切　tshiat, 截　tsue̍h	切　tshiat, 截　tsue̍h	切　tshiat, 截　tsue̍h	切　tshiat
O	596	量	勻	【替】ûn					一/勻/塗/ 	一層土	1.【量】遍、層。計算層疊物的單位。例：一勻塗　tsi̍t ûn thôo(一層土)。											
O	596	名	勻	【替】ûn					頂下/勻/ 	前後輩份	2.【名】輩份。例：頂下勻　tíng-ē ûn(前後輩份)。[近]沿											
O	597	動	勼	【白】kiu	丩				彼/隻/露螺/的/頭/勼/入去/殼/內底/矣/。	那隻蝸牛的頭縮進殼裡面去了。	1.【動】縮小、收縮。例：彼隻露螺的頭勼入去殼內底矣。Hit tsiah lōo-lê ê thâu kiu ji̍p-khì khak lāi-té--ah. (那隻蝸牛的頭縮進殼裡面去了。)　											
X	597	動	勼	【白】kiu	丩				勼跤勼手/ 	畏首畏尾	2.【動】畏縮而退卻不前。例：勼跤勼手　kiu-kha kiu-tshiú(畏首畏尾)。											
O	598	動	勾	kau					你/去/共/交落/佇/眠床/跤/的/物件/勾/出來/。	你去將掉在床底下的東西勾出來。	1.【動】用彎曲的物品拿取東西。例：你去共交落佇眠床跤的物件勾出來。Lí khì kā ka-la̍uh tī bîn-tshn̂g-kha ê mi̍h-kiānn kau--tshut-lâi. (你去將掉在床底下的東西勾出來。)　											
O	598	動	勾	kau					彼个/查某/真/𠢕/用/目睭/共/人/勾/。	那個女人很會用眼神引誘別人。	2.【動】引誘。例：彼个查某真𠢕用目睭共人勾。Hit ê tsa-bóo tsin gâu iōng ba̍k-tsiu kā lâng kau. (那個女人很會用眼神引誘別人。)　											
O	598	動	勾	kau					你/袂曉/寫/的/題目/就/先/勾/起來/。	你不會寫的題目先打勾作記號。	3.【動】圈點、作記號。例：你袂曉寫的題目就先勾起來。Lí bē-hiáu siá ê tê-bo̍k tō sing kau--khí-lâi. (你不會寫的題目先打勾作記號。)　											
O	600	名	中人	tiong-lâng	中儂				伊/咧/做/中人/，/你/若/欲/買/厝/就/去/揣/伊/。/ 	你如果要買房子，就去找他當介紹人。	【名】居中為人介紹或作證之人。例：伊咧做中人，你若欲買厝就去揣伊。 I teh tsò tiong-lâng, lí nā beh bé tshù tō khì tshuē i. (你如果要買房子，就去找他當介紹人。)　											
